Symbol,Name,InstrumentToken,ISIN
MOREALTY,MOTILAL OSWAL NIFTY REALTY ETF,5935105,INF247L01CI4
MOREPENLAB,MOREPEN LAB.,578305,INE083A01026
MOS250INAV,MOTILALAMC - MOS250INAV,5936129,
MOSCHIP,MOSCHIP TECHNOLOGIES,7541505,INE935B01025
MOSERVICE,MOTILAL OSWAL NIFTY SERVICES SECTOR ETF,194560257,INF247L01GJ3
MOSERVINAV,MOTILALAMC - MOSERVINAV,7828481,
MOSILVER,MOTILAL OSWAL SILVER ETF,194164993,INF247L01FZ1
MOSILVINAV,MOTILALAMC - MOSILVINAV,7817729,
MOSMALL250,MOTILAL OSWAL NIFTY SMALLCAP 250 ETF,5934337,INF247L01CH6
MOTHERSON,SAMVRDHNA MTHRSN INTL,1076225,INE775A01035
MOTILALOFS,MOTILAL OSWAL FIN,3826433,INE338I01027
MOTISONS,MOTISONS JEWELLERS,5321729,INE0FRK01020
MOTOUR,MOTILAL OSWAL NIFTY INDIA TOURISM ETF,193905409,INF247L01FP2
MOTOURINAV,MOTILALAMC - MOTOURINAV,7812609,
MOVALUE,MOTILAL OSWAL BSE ENHANCED VALUE ETF,2771201,INF247L01BE5
MOVALUINAV,MOTILALAMC - MOVALUINAV,2772737,
MOY100INAV,MOTILALAMC - MOY100INAV,7820545,
MPHASIS,MPHASIS,1152769,INE356A01018
MPSLTD,MPS,2707969,INE943D01017
MRF,MRF,582913,INE883A01011
MRPL,MRPL,584449,INE103A01014
MSC360INAV,360ONEAMC - MSC360INAV,195482881,
MSCI360,360ONEAMC - MSCI360,195482113,INF579M01BP5
MSCIADD,DSP MSCI INDIA ETF,194554369,INF740KA1WV7
MSCIADINAV,DSPAMC - MSCIADINAV,7828737,
MSCIINDIA,KOTAK MSCI INDIA ETF,7618049,INF174KA1VD2
MSCIININAV,MSCIINDIA - MSCIININAV,7618817,
MSPL,MSP STEEL & POWER,3051265,INE752G01015
MSTCLTD,MSTC,2395137,INE255X01014
MSUMI,MOTHERSON SUMI WRNG IND L,2200577,INE0FS801015
MTARTECH,MTAR TECHNOLOGIES,693505,INE864I01014
MTNL,MAHANAGAR TELEPHONE NIGAM,587265,INE153A01019
MUFIN,MUFIN GREEN FINANCE,5064449,INE08KJ01020
MUFTI,CREDO BRANDS MARKETING L,5344769,INE220Q01020
MUKANDLTD,MUKAND,2899201,INE304A01026
MUKKA,MUKKA PROTEINS,5882881,INE0CG401037
MUKTAARTS,MUKTA ARTS,2223873,INE374B01019
MULCAPINAV,MIRAEAMC - MULCAPINAV,6421505,
MULTICAP,MIRAE ASSET NIFTY500 MULTICAP 50:25:25 ETF,6420481,INF769K01LX9
MUNJALAU,MUNJAL AUTO IND.,3458817,INE672B01032
MUNJALSHOW,MUNJAL SHOWA,590593,INE577A01027
MURUDCERA,MURUDESHWAR CERAMICS,592129,INE692B01014
MUTHOOTCAP,MUTHOOT CAP SERV,2666241,INE296G01013
MUTHOOTFIN,MUTHOOT FINANCE,6054401,INE414G01012
MUTHOOTMF,MUTHOOT MICROFIN,5332737,INE046W01019
MVGJL,MANOJ VAIBHAV GEM N JEW L,4867841,INE0KNT01012
MWL,MANGALAM WORLDWIDE,194347265,INE0JYY01011
NACLIND,NACL INDUSTRIES,5228801,INE295D01020
NAGREEKEXP,NAGREEKA EXPORTS,3763713,INE123B01028
NAHARCAP,NAHAR CAP & FIN.,3932161,INE049I01012
NAHARINDUS,NAHAR INDS ENT,3355137,INE289A01011
NAHARPOLY,NAHAR POLY FILMS,3697921,INE308A01027
NAM-INDIA,NIPPON L I A M,91393,INE298J01013
NARMADA,NARMADA AGROBASE,2976513,INE117Z01011
NATCAPSUQ,NATURAL CAPSULES,7573249,INE936B01015
NATCOPHARM,NATCO PHARMA,1003009,INE987B01026
NATHBIOGEN,NATH BIO-GENES (I),2832641,INE448G01010
NATIONALUM,NATIONAL ALUMINIUM CO - NALCO,1629185,INE139A01034
NATIONSTD,NATIONAL STAND (INDIA) L,195278593,INE166R01015
NAUKRI,INFO EDGE (I),3520257,INE663F01032
NAVA,NAVA,1027585,INE725A01030
NAVINFLUOR,NAVIN FLUORINE INT.,3756033,INE048G01026
NAVKARCORP,NAVKAR CORPORATION,2702593,INE278M01019
NAVNETEDUL,NAVNEET EDUCATION,610561,INE060A01024
NAVNIFINAV,NAVIAMC - NAVNIFINAV,4779777,
NAZARA,NAZARA TECHNOLOGIES,764673,INE418L01047
NBCC,NBCC (INDIA),8042241,INE095N01031
NBIFIN,N.B.I. IND. FIN. CO.,4892417,INE365I01020
NCC,NCC,593665,INE868B01028
NCLIND,NCL INDUSTRIES,3709441,INE732C01016
NDGL,NAGA DHUNSERI GROUP,4702977,INE756C01015
NDL,NANDAN DENIM,8002049,INE875G01048
NDLVENTURE,NDL VENTURES,3724033,INE353A01023
NDRAUTO,NDR AUTO COMPONENTS,5697281,INE07OG01012
NDTV,NDTV,2925313,INE155G01029
NEAGI,NEELAMALAI AGRO INDS. L,195279873,INE605D01012
NECCLTD,NORTH EAST CARRY CORP,3461633,INE553C01016
NELCAST,NELCAST,3778817,INE189I01024
NELCO,NELCO,611329,INE045B01015
NEOGEN,NEOGEN CHEMICALS,2538753,INE136S01016
NEPHROPLUS,NEPHROCARE HEALTH SERV L,194648577,INE428V01029
NESCO,NESCO,3944705,INE317F01035
NESTLEIND,NESTLE INDIA,4598529,INE239A01024
NETF,TATA NIFTY 50 ETF,2006529,INF277K015R5
NETFINAV,NETF INAV,2603009,
NETFSIINAV,NETFSILVER NAV,2108673,
NETWEB,NETWEB TECH INDIA,4462849,INE0NT901020
NETWORK18,NETWORK18 MEDIA & INV,3612417,INE870H01013
NEULANDLAB,NEULAND LAB,615937,INE794A01010
NEWGEN,NEWGEN SOFTWARE TECH,297985,INE619B01017
NEXT30ADD,DSP BSE SENSEX NEXT 30 ETF,7542785,INF740KA1VE5
NEXT50,MIRAE ASSET NIFTY NEXT 50 ETF,4398337,INF769K01FN2
NEXT50ADD,DSP NIFTY NEXT 50 ETF,194713345,INF740KA1XU7
NEXT50BETA,UTI NIFTY NEXT 50 ETF,5498369,INF789F1AUW9
NEXT50ETF,KOTAK NIFTY NEXT 50 ETF,194741505,INF174KA1YO3
NEXT50IETF,ICICI PRUDENTIAL NIFTY NEXT 50 ETF,1159425,INF109KC1NS5
NEXT50INAV,DSPAMC - NEXT50INAV,7832833,
NEXT5EINAV,KOTAKMAMC - NEXT5EINAV,7833089,
NEXTMEDIA,NEXT MEDIAWORKS,2525953,INE747B01016
NFL,NATIONAL FERT.,3564801,INE870D01012
NFQLTYINAV,BIRLASLAMC - NFQLTYINAV,2742785,
NGLFINE,NGL FINE CHEM,2630913,INE887E01022
NH,NARAYANA HRUDAYALAYA,3031041,INE410P01011
NHPC,NHPC,4454401,INE848E01016
NIACL,THE NEW INDIA ASSU CO,102145,INE470Y01017
NIBE,NIBE,7548673,INE149O01018
NIBL,NRB INDUS. BEARINGS,7611649,INE047O01014
NIF100BEES,NIPPON INDIA ETF NIFTY 100,7571713,INF204K014N5
NIF100IETF,ICICI PRUDENTIAL NIFTY 100 ETF,7780353,INF109KC16V9
NIF100INAV,KOTAKMAMC - NIF100INAV,7668737,
NIF10GINAV,UTIAMC - NIF10GINAV,5770241,
NIF5GINAV,UTIAMC - NIF5GINAV,5769985,
NIFITEINAV,UTIAMC - NIFITEINAV,5757697,
NIFTY1,KOTAK NIFTY 50 ETF,4634113,INF174K014P6
NIFTY100EW,KOTAK NIFTY 100 EQUAL WEIGHT ETF,7665665,INF174KA1UW4
NIFTYADD,DSP NIFTY 50 ETF,1907457,INF740KA1CL0
NIFTYBEES,NIPPON INDIA ETF NIFTY 50 BEES,2707457,INF204KB14I2
NIFTYBETA,UTI NIFTY 50 ETF,2690817,INF789F1AZC0
NIFTYBETF,BAJAJ FINSERV NIFTY 50 ETF,5621505,INF0QA701722
NIFTYBINAV,BFAM - NIFTYBETF,5641473,
NIFTYCASE,ZERODHA NIFTY 50 ETF,194381313,INF0R8F01166
NIFTYCINAV,ZERODHAAMC - NIFTYCINAV,7822593,
NIFTYETF,MIRAE ASSET NIFTY 50 ETF,1626369,INF769K01EG9
NIFTYIETF,ICICI PRUDENTIAL NIFTY 50 ETF,7565569,INF109K012R6
NIFTYQLITY,ADITYA BIRLA SUN LIFE NIFTY 200 QUALITY 30 ETF,2736641,INF209KB15K4
NIITLTD,NIIT,2949633,INE161A01038
NIITMTS,NIIT LEARNING SYSTEMS,4543233,INE342G01023
NILAINFRA,NILA INFRASTRUCTURES,2368769,INE937C01029
NILASPACES,NILA SPACES,1897217,INE00S901012
NILE,NILE,195281153,INE445D01013
NILKAMAL,NILKAMAL,619777,INE310A01015
NIM150INAV,UTIAMC - NIM150INAV,4698369,
NIPPOBATRY,INDO-NATIONAL,1736193,INE567A01028
NIRAJISPAT,NIRAJ ISPAT IND,4823041,INE326T01011
NIRLON,NIRLON,622849,INE910A01012
NITCO,NITCO,3404801,INE858F01012
NITINSPIN,NITIN SPINNERS,3372801,INE229H01012
NITIRAJ,NITIRAJ ENGINEERS,831233,INE439T01012
NITTAGELA,NITTA GELATIN INDIA,195282945,INE265B01019
NIVABUPA,NIVA BUPA HEALTH INS CO L,6936833,INE995S01015
NKIND,NK INDUSTRIES,624385,INE542C01019
NLCINDIA,NLC INDIA,2197761,INE589A01014
NMDC,NMDC,3924993,INE584A01023
NOCIL,NOCIL,625153,INE163A01018
NORBTEAEXP,NORBEN TEA & EXPORTS,1064961,INE369C01017
NORTHARC,NORTHERN ARC CAPITAL,6509057,INE850M01015
NOVARTIND,NOVARTIS INDIA,2305793,INE234A01025
NPBET,TATA NIFTY PRIVATE BANK ETF,3322369,INF277K010X4
NPBETINAV,NPBET INAV,2603521,
NPST,NETWORK PEOPLE SRV TECH L,193618945,INE0FFK01017
NRAIL,N R AGARWAL INDS,5200385,INE740D01017
NRBBEARING,NRB BEARING,1933569,INE349A01021
NSIL,NALWA SONS INVESTMENT,2877185,INE023A01030
NSLNISP,NMDC STEEL,3630081,INE0NNS01018
NTPC,NTPC,2977281,INE733E01010
NTPCGREEN,NTPC GREEN ENERGY,6957057,INE0ONG01011
NUCLEUS,NUCLEUS SOFTWARE EXPORTS,2762497,INE096B01018
NURECA,NURECA,601601,INE0DSF01015
NUVAMA,NUVAMA WEALTH MANAGE,4792577,INE531F01023
NUVOCO,NUVOCO VISTAS CORP,1389057,INE118D01016
NV20,KOTAK NIFTY 50 VALUE 20 ETF,2932993,INF174KA1ZE1
NV20BEES,NIPPON INDIA ETF NV20,2520833,INF204KB18I3
NV20IETF,ICICI PRUDENTIAL NIFTY50 VALUE 20 ETF,4473601,INF109KC11V0
NX30ADINAV,DSPAMC - NX30ADINAV,7544577,
NYKAA,FSN E COMMERCE VENTURES,1675521,INE388Y01029
OAL,ORIENTAL AROMATICS,2756609,INE959C01023
OBCL,ORISSA BENGAL CARRIER,2252033,INE426Z01016
OBEROIRLTY,OBEROI REALTY,5181953,INE093I01010
ODIGMA,ODIGMA CONSULTANCY SOL L,7058177,INE054301028
OFSS,ORACLE FIN SERV SOFT,2748929,INE881D01027
OIL,OIL INDIA,4464129,INE274J01014
OILETFINAV,ICICIPRAMC - OILETFINAV,6285057,
OILIETF,ICICI PRUDENTIAL NIFTY OIL & GAS ETF,6280449,INF109KC18W3
OLAELEC,OLA ELECTRIC MOBILITY,6342913,INE0LXG01040
OLECTRA,OLECTRA GREENTECH,2723073,INE260D01016
OMAXE,OMAXE,3802369,INE800H01010
OMFREIGHT,OM FREIGHT FORWARDERS,194409217,INE1BZC01019
OMINFRAL,OM INFRA,6203137,INE239D01028
OMNI,OMNITECH ENGINEERING,194781441,INE0UH301010
OMPOWER,OM POWER TRANSMISSION,195182593,INE25E901019
ONEPOINT,ONE POINT ONE SOL,2544385,INE840Y01029
ONESOURCE,ONESOURCE SPECL PHARMA L,7481345,INE013P01021
ONGC,OIL AND NATURAL GAS CORP.,633601,INE213A01029
ONMOBILE,ONMOBILE GLOBAL,3911169,INE809I01019
ONWARDTEC,ONWARD TECHNOLOGIES,635137,INE229A01017
OPTIEMUS,OPTIEMUS INFRACOM,5496065,INE350C01017
ORBTEXP,ORBIT EXPORTS,8057601,INE231G01010
ORCHASP,ORCHASP,7549953,INE215B01022
ORCHPHARMA,ORCHID PHARMA,237057,INE191A01027
ORICONENT,ORICON ENTERPRISES,2600705,INE730A01022
ORIENTALTL,ORIENTAL TRIMEX,3672577,INE998H01012
ORIENTBELL,ORIENT BELL,3655169,INE607D01018
ORIENTCEM,ORIENT CEMENT,7702785,INE876N01018
ORIENTCER,ORIENT CERATECH,3356417,INE569C01020
ORIENTELEC,ORIENT ELECTRIC,760833,INE142Z01019
ORIENTHOT,ORIENT HOTELS,638209,INE750A01020
ORIENTLTD,ORIENT PRESS,4661249,INE609C01024
ORIENTPPR,ORIENT PAPER AND INDS,638977,INE592A01026
ORIENTTECH,ORIENT TECHNOLOGIES,6390017,INE0PPK01015
ORISSAMINE,ORISSA MIN DEV CO,5102337,INE725E01024
ORKLAINDIA,ORKLA INDIA,194449665,INE16NZ01023
OSWALGREEN,OSWAL GREENTECH,120577,INE143A01010
OSWALPUMPS,OSWAL PUMPS,193741313,INE0BYP01024
OSWALSEEDS,SHREEOSWAL S AND CHE,3662081,INE00IK01029
PACEDIGITK,PACE DIGITEK,194391553,INE0S3G01027
PAGEIND,PAGE INDUSTRIES,3689729,INE761H01022
PAISALO,PAISALO DIGITAL,6519809,INE420C01059
PAKKA,PAKKA,4402433,INE551D01018
PALASHSECU,PALASH SECURITIES,5474049,INE471W01019
PANACEABIO,PANACEA BIOTEC,1038081,INE922B01023
PANACHE,PANACHE DIGILIFE,4170753,INE895W01019
PANAMAPET,PANAMA PETROCHEM,6500353,INE305C01029
PANSARI,PANSARI DEVELOPERS,1572097,INE697V01011
PAR,PAR DRUGS AND CHEM,1441537,INE04LG01015
PARACABLES,PARAMOUNT COMM,3571457,INE074B01023
PARADEEP,PARADEEP PHOSPHATES,2493697,INE088F01024
PARAGMILK,PARAG MILK FOODS,4385281,INE883N01014
PARAS,PARAS DEF AND SPCE TECH L,1513217,INE045601023
PARASPETRO,PARAS PETROFILS,1016833,INE162C01024
PARKHOSPS,PARK MEDI WORLD,194649857,INE119201023
PARKHOTELS,PARKHOTELS,5798145,INE988S01028
PASHUPATI,PASHUPATI COTSPIN,194036481,INE124Y01028
PATANJALI,PATANJALI FOODS,4359425,INE619A01035
PATELENG,PATEL ENGINEERING,2994945,INE244B01030
PATELRMART,PATEL RETAIL,194416385,INE0R8B01010
PAUSHAKLTD,PAUSHAK,194552065,INE111F01024
PAYTM,ONE 97 COMMUNICATIONS,1716481,INE982J01020
PCBL,PCBL CHEMICAL,678145,INE602A01031
PCJEWELLER,PC JEWELLER,7455745,INE785M01021
PDMJEPAPER,PUDUMJEE PAPER PRO.,3936513,INE865T01018
PDSL,PDS,1347585,INE111Q01021
PENIND,PENNAR INDUSTRIES,5278977,INE932A01024
PERSISTENT,PERSISTENT SYSTEMS,4701441,INE262H01021
PETRONET,PETRONET LNG,2905857,INE347G01014
PFC,POWER FIN CORP,3660545,INE134E01011
PFIZER,PFIZER,676609,INE182A01018
PFS,PTC INDIA FIN SERV,5786113,INE560K01014
PGEL,PG ELECTROPLAST,6491649,INE457L01029
PGHH,P&G HYGIENE & HEALTH CARE,648961,INE179A01014
PGHL,PROCTER & GAMBLE HEALTH L,240641,INE199A01012
PGIL,PEARL GLOBAL IND,3650561,INE940H01022
PHARMABEES,NIPPON INDIA NIFTY PHARMA ETF,1273089,INF204KC1089
PHARMAINAV,PHARMABEES INAV,2598145,
PHOENIXLTD,THE PHOENIX MILLS,3725313,INE211B01039
PICCADIL,PICCADILY AGRO INDUSTRI L,193985025,INE546C01010
PIDILITIND,PIDILITE INDUSTRIES,681985,INE318A01026
PIGL,POWER INSTRUMENT (G),4023297,INE557Z01018
PIIND,PI INDUSTRIES,6191105,INE603J01030
PILANIINVS,PILANI INV & IND COR,2929921,INE417C01014
PINELABS,PINE LABS,194513921,INE15B701018
PIONEEREMB,PIONEER EMBROIDERIES,3446529,INE156C01018
PIONRINV,PIONEER INVESTCORP,195284225,INE746D01014
PIRAMALFIN,PIRAMAL FINANCE,194445057,INE202B01038
PITTIENG,PITTI ENGINEERING,3618305,INE450D01021
PIXTRANS,PIX TRANSMISSIONS,2326273,INE751B01018
PKTEA,THE P K TEA PROD CO,2642177,INE431F01018
PLASTIBLEN,PLASTIBLENDS INDIA,3563521,INE083C01022
PLATIND,PLATINUM INDUSTRIES,5870081,INE0PT501018
PML,PAUL MERCHANTS,195285505,INE291E01019
PNB,PUNJAB NATIONAL BANK,2730497,INE160A01022
PNBGILTS,PNB GILTS,2236417,INE859A01011
PNBHOUSING,PNB HOUSING FIN,4840449,INE572E01012
PNC,PRITISH NANDY COMMUNICATI,2391553,INE392B01011
PNCINFRA,PNC INFRATECH,2402561,INE195J01029
PNGJL,P N GADGIL JEWELLERS,6479873,INE953R01016
PNGSREVA,PNGS REVA DIAMOND JEWEL L,194621953,INE1RDG01013
POCL,PONDY OXIDES & CHEM,3682561,INE063E01053
PODDARMENT,PODDAR PIGMENTS,4873217,INE371C01013
POKARNA,POKARNA,4518657,INE637C01025
POLICYBZR,PB FINTECH,1703937,INE417T01026
POLYCAB,POLYCAB INDIA,2455041,INE455K01017
POLYMED,POLY MEDICURE,6583809,INE205C01021
POLYPLEX,POLYPLEX CORPORATION,687873,INE633B01018
PONNIERODE,PONNIE SUGARS (ERODE),2729217,INE838E01017
POONAWALLA,POONAWALLA FINCORP,2919169,INE511C01022
POWERGRID,POWER GRID CORP.,3834113,INE752E01010
POWERICA,POWERICA,194990081,INE921L01032
POWERINDIA,HITACHI ENERGY INDIA,4724993,INE07Y701011
POWERMECH,POWER MECH PROJECTS,2681089,INE211R01019
PPAP,PPAP AUTOMOTIVE,3893505,INE095I01015
PPL,PRAKASH PIPES,2636033,INE050001010
PPLPHARMA,PIRAMAL PHARMA,2962177,INE0DK501011
PRABHA,PRABHA ENERGY,7714305,INE0I0M01023
PRADPME,PRADEEP METALS,195286785,INE770A01010
PRAENG,PRAJAY ENG. SYN.,3568897,INE505C01016
PRAJIND,PRAJ INDUSTRIES,692481,INE074A01025
PRAKASH,PRAKASH INDUSTRIES,693249,INE603A01013
PRAKASHSTL,PRAKASH STEELAGE,5017345,INE696K01024
PRAVEG,PRAVEG,195288065,INE722B01019
PRECAM,PRECISION CAMSHAFTS,3226369,INE484I01029
PRECOT,PRECOT,694017,INE283A01014
PRECWIRE,PRECISION WIRES INDIA,695553,INE372C01037
PREMCO,PREMCO GLOBAL,195289345,INE001E01012
PREMEXPLN,PREMIER EXPLOSIVES,4453633,INE863B01029
PREMIERENE,PREMIER ENERGIES,6412545,INE0BS701011
PRESTIGE,PRESTIGE ESTATE,5197313,INE811K01011
PRICOLLTD,PRICOL,5025537,INE726V01018
PRIMESECU,PRIME SECURITIES,3037185,INE032B01021
PRIMO,PRIMO CHEMICALS,193772801,INE607A01022
PRINCEPIPE,PRINCE PIPES FITTINGS,4107521,INE689W01016
PRITIKAUTO,PRITIKA AUTO INDUS,1354753,INE583R01029
PRIVISCL,PRIVI SPECIALITY CHE,2259201,INE959A01019
PROSTARM,PROSTARM INFO SYSTEMS,194092289,INE0BX301013
PROTEAN,PROTEAN EGOV TECHNO,7544833,INE004A01022
PROZONER,PROZONE REALTY,7387905,INE195N01013
PRSMJOHNSN,PRISM JOHNSON,701185,INE010A01011
PRUDENT,PRUDENT CORP ADV SER,2445569,INE00F201020
PSB,PUNJAB & SIND BANK,5376257,INE608A01012
PSBKICINAV,ICICIPRAMC - PSBKICINAV,3734785,
PSPPROJECT,PSP PROJECTS,5344513,INE488V01015
PSUBANK,KOTAK NIFTY PSU BANK ETF,3855617,INF373I01023
PSUBANKADD,DSP NIFTY PSU BANK ETF,4509697,INF740KA1SY9
PSUBNKBEES,NIPPON INDIA ETF PSU BANK BEES,3848193,INF204KB16I7
PSUBNKIETF,ICICI PRUDENTIAL NIFTY PSU BANK ETF,3733505,INF109KC10S8
PTBKGRINAV,GROWWAMC - PTBKGRINAV,195475713,
PTC,PTC INDIA,2906881,INE877F01012
PTCIL,PTC INDUSTRIES,4270593,INE596F01018
PTL,PTL ENTERPRISES,3609857,INE034D01049
PUNJABCHEM,PUNJAB CHEM & CROP PROT L,1112065,INE277B01014
PURVA,PURAVANKARA,3820033,INE323I01011
PVP,PVP VENTURES,1026561,INE362A01016
PVRINOX,PVR INOX,3365633,INE191H01014
PVSL,POPULAR VEHICLES N SER L,5924353,INE772T01024
PVTBANIETF,ICICI PRUDENTIAL NIFTY PRIVATE BANK ETF,2914817,INF109KC18U7
PVTBANKADD,DSP NIFTY PRIVATE BANK ETF,4499457,INF740KA1TA7
PVTBKGROWW,GROWWAMC - PVTBKGROWW,195474433,INF666M01OT5
PWL,PHYSICSWALLAH,194489089,INE0LP301011
PYRAMID,PYRAMID TECHNOPLAST,4672001,INE0MIS01010
QGOLDHALF,QUANTUM GOLD FUND,3924481,INF082J01408
QGOLDHINAV,QGOLDHALF NAV,2113793,
QMSMEDI,QMS MEDICAL ALLIED S,192411393,INE0FMW01018
QNIFTY,QUANTUM NIFTY 50 ETF,4305665,INF082J01499
QNIFTYINAV,QNIFTY INAV,2598657,
QUADFUTURE,QUADRANT FUTURE TEK,7446273,INE0LRY01011
QUAL30IETF,ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF,4558849,INF109KC18V5
QUALITINAV,KOTAKMAMC - QUALITINAV,7815681,
QUALITY30,KOTAK NIFTY200 QUALITY 30 ETF,194034177,INF174KA1WT6
QUESS,QUESS CORP,4532225,INE615P01015
QUINT,QUINT DIGITAL,195290625,INE641R01017
RACLGEAR,RACL GEARTECH,6955777,INE704B01017
RADAAN,RADAAN MEDIAWORKS (I),2798593,INE874F01027
RADHIKAJWE,RADHIKA JEWELTECH,2647809,INE583V01021
RADIANTCMS,RADIANT CASH MGMT SER,3476481,INE855R01021
RADICO,RADICO KHAITAN,2813441,INE944F01028
RADIOCITY,MUSIC BROADCAST,5088513,INE919I01024
RAILTEL,RAILTEL CORP OF IND,622337,INE0DD101019
RAIN,RAIN INDUSTRIES,3926273,INE855B01025
RAINBOW,RAINBOW CHILDRENS MED,2408449,INE961O01016
RAJMET,RAJNANDINI METAL,555009,INE00KV01022
RAJOOENG,RAJOO ENGINEERS,193804545,INE535F01024
RAJPALAYAM,RAJAPALAYAM MILLS,195291905,INE296E01026
RAJRATAN,RAJRATAN GLOBAL WIRE,4854273,INE451D01029
RAJSREESUG,RAJSHREE SUGAR & CHEMICAL,719105,INE562B01019
RAJTV,RAJ TV NETWORK,3687169,INE952H01027
RALLIS,RALLIS INDIA,720897,INE613A01020
RAMANEWS,SHREE RAMA NEWSPRINT,3472641,INE278B01020
RAMAPHO,RAMA PHOSPHATES,2705409,INE809A01032
RAMASTEEL,RAMA STEEL TUBES,2636801,INE230R01035
RAMCOCEM,THE RAMCO CEMENTS,523009,INE331A01037
RAMCOIND,RAMCO INDUSTRIES,1174273,INE614A01028
RAMCOSYS,RAMCO SYSTEMS,2009857,INE246B01019
RAMKY,RAMKY INFRA,5154305,INE874I01013
RAMRAT,RAM RATNA WIRES,2684161,INE207E01023
RANASUG,RANA SUGARS,726273,INE625B01014
RANEHOLDIN,RANE HOLDINGS,728065,INE384A01010
RATEGAIN,RATEGAIN TRAVEL TECHN,1837313,INE0CLI01024
RATNAMANI,RATNAMANI MET & TUB,3443457,INE703B01027
RATNAVEER,RATNAVEER PRECISION ENG L,4716289,INE05CZ01011
RAYMOND,RAYMOND,731905,INE301A01014
RAYMONDLSL,RAYMOND LIFESTYLE,6418689,INE02ID01020
RAYMONDREL,RAYMOND REALTY,194189057,INE1SY401010
RBA,RESTAURANT BRAND ASIA,382465,INE07T201019
RBLBANK,RBL BANK,4708097,INE976G01028
RBZJEWEL,RBZ JEWELLERS,5343745,INE0PEQ01016
RCF,RASHTRIYA CHEMICALS & FER,733697,INE027A01015
RECLTD,REC,3930881,INE020B01018
REDINGTON,REDINGTON,3649281,INE891D01026
REDTAPE,REDTAPE,4571905,INE0LXT01019
REFEX,REFEX INDUSTRIES,4547585,INE056I01025
REGENCERAM,REGENCY CERAMICS,1057281,INE277C01012
RELAXO,RELAXO FOOT,6201601,INE131B01039
RELCHEMQ,RELIANCE CHEMOTEX IND,2470913,INE750D01016
RELIABLE,RELIABLE DATA SERVICE,6240769,INE375Y01018
RELIANCE,RELIANCE INDUSTRIES,738561,INE002A01018
RELIGARE,RELIGARE ENTER.,3857409,INE621H01010
RELTD,RAVINDRA ENERGY,6296577,INE206N01018
REMSONSIND,REMSONS INDUSTRIES,1015041,INE474C01023
RENUKA,SHREE RENUKA SUGARS,3078657,INE087H01022
REPCOHOME,REPCO HOME FINANCE,7577089,INE612J01015
REPRO,REPRO INDIA,3360257,INE461B01014
RESPONIND,RESPONSIVE INDUSTRIES,5202689,INE688D01026
RETAIL,JHS SVENDGAARD RETAIL V L,6181121,INE03DD01011
RGL,RENAISSANCE GLOBAL,3873025,INE722H01024
RHETAN,RHETAN TMT,194319873,INE0KKN01029
RHIM,RHI MAGNESITA INDIA,7977729,INE743M01012
RHL,ROBUST HOTELS,3880193,INE508K01013
RICOAUTO,RICO AUTO INDUSTRIES,744705,INE209B01025
RIIL,RELIANCE INDUSTRIAL INFRA,745473,INE046A01015
RISHABH,RISHABH INSTRUMENTS,4714753,INE0N2P01017
RITCO,RITCO LOGISTICS,2289665,INE01EG01016
RITES,RITES,962817,INE320J01015
RKDL,RAVI KUMAR DIST.,5363201,INE722J01012
RKEC,RKEC PROJECTS,396033,INE786W01010
RKFORGE,RAMKRISHNA FORGINGS,2921217,INE399G01023
RKSWAMY,R K SWAMY,5899009,INE0NQ801033
RMC,RMC SWITCHGEARS,195160577,INE655V01019
RMDRIP,R M DRIP & SPRINK SYS,194005505,INE219Y01026
RML,RANE (MADRAS),3065601,INE050H01012
RNBDENIMS,R&B DENIMS,194299137,INE012Q01039
ROHLTD,ROYAL ORCHID HOTELS,3374593,INE283H01019
ROLEXRINGS,ROLEX RINGS,1351425,INE645S01024
ROML,RAJ OIL MILLS,91905,INE294G01026
ROSSARI,ROSSARI BIOTECH,4968961,INE02A801020
ROSSELLIND,ROSSELL INDIA,7401729,INE847C01020
ROSSTECH,ROSSELL TECHSYS,7002369,INE0OJW01016
ROTO,ROTO PUMPS,2316545,INE535D01037
ROUTE,ROUTE MOBILE,32769,INE450U01017
RPEL,RAGHAV PRODUCTIVITY ENH L,6332161,INE912T01018
RPGLIFE,RPG LIFE SCIENCES,4281601,INE105J01010
RPOWER,RELIANCE POWER,3906305,INE614G01033
RPPINFRA,R.P.P INFRA PROJECTS,5314561,INE324L01013
RPPL,RAJSHREE POLYPACK,1769729,INE760W01023
RPSGVENT,RPSG VENTURES,2078465,INE425Y01011
RPTECH,RASHI PERIPHERALS,5803521,INE0J1F01024
RRIL,R R I L,195293185,INE951M01037
RRKABEL,R R KABEL,4752897,INE777K01022
RSDFIN,R S D FINANCE,195294465,INE616F01022
RSL,RAJPUTANA STAINLESS,194928385,INE313L01016
RSYSTEMS,R SYS INTERNATIONAL,3433985,INE411H01032
RTNINDIA,RATTANINDIA ENT,6988033,INE834M01019
RTNPOWER,RATTANINDIA POWER,4485121,INE399K01017
RUBFILA,RUBFILA INTERNATIONAL,6330881,INE642C01025
RUBICON,RUBICON RESEARCH,194384897,INE506V01022
RUCHINFRA,RUCHI INFRASTRUCTURE,1168897,INE413B01023
RUCHIRA,RUCHIRA PAPERS,3538177,INE803H01014
RUPA,RUPA & COMPANY,6585345,INE895B01021
